srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm
59.166.0.4,1756,149.171.126.2,111,udp,CON,0.086337,568,320,31,29,0,0,-,39473.22656,22238.4375,4,4,0,0,0,0,142,80,0,0,33.452277,33.905297,1421946698,1421946698,23.666334,23.984666,0.0,0.0,0.0,0,0,0,0,0,9,5,2,4,2,1,2
59.166.0.7,24568,149.171.126.3,80,tcp,FIN,1.078876,1580,10168,31,29,3,5,-,10744.51563,71214.85938,12,18,255,255,2842155487,2843152393,132,565,1,3924,9558.493475,7696.836670999999,1421945286,1421945288,98.047635,63.429938,0.000725,0.000562,0.00016299999999999998,0,0,6,0,0,4,13,10,5,5,5,5
59.166.0.7,11039,149.171.126.2,143,tcp,FIN,0.037129,7814,16032,31,29,30,32,-,1669853.75,3426970.75,122,126,255,255,1970447432,1971494361,64,127,0,0,19.636556,17.32321,1421952483,1421952483,0.306517,0.292768,0.000687,0.000526,0.000161,0,0,0,0,0,5,6,3,2,1,1,2
59.166.0.0,12434,149.171.126.2,53,udp,CON,0.001033,146,178,31,29,0,0,dns,565343.6875,689254.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421936234,1421936234,0.006999999999999999,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,4,3,7,3,2,1,1
59.166.0.8,11045,149.171.126.2,53,udp,CON,0.001066,146,178,31,29,0,0,dns,547842.4375,667917.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421951951,1421951951,0.004,0.008,0.0,0.0,0.0,0,0,0,0,0,4,2,3,2,1,1,2
175.45.176.1,1637,149.171.126.11,80,tcp,FIN,0.83888,840,268,254,252,2,1,http,7209.612793000001,2136.181641,10,6,255,255,2414055301,3564361862,84,45,1,0,5048.8021850000005,252.962609,1421928410,1421928411,90.747556,146.153203,0.17589000000000002,0.10810299999999999,0.067787,0,1,1,0,0,2,2,1,2,1,1,1
59.166.0.8,23527,149.171.126.3,65535,tcp,FIN,0.117225,3926,58386,31,29,7,27,-,263902.75,3925988.5,66,68,255,255,2460571035,2486760585,59,859,0,0,93.735987,92.00923900000001,1421940561,1421940561,1.798,1.741657,0.000662,0.000531,0.000131,0,0,0,0,0,6,4,3,2,1,1,2
149.171.126.18,1043,175.45.176.1,53,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1421930790,1421930790,0.003,0.0,0.0,0.0,0.0,0,0,0,0,0,6,6,3,3,3,3,3
59.166.0.8,43949,149.171.126.2,5190,tcp,FIN,0.0071010000000000005,2048,2410,31,29,6,7,-,2211519.5,2611463.25,24,26,255,255,1393855090,1394139500,85,93,0,0,17.880991,0.0,1421928605,1421928605,0.274913,0.26088,0.000714,0.000573,0.00014099999999999998,0,0,0,0,0,3,4,3,2,1,1,1
59.166.0.0,35907,149.171.126.0,11621,tcp,FIN,0.018073,2990,33818,31,29,7,18,-,1296077.0,14670282.0,48,50,255,255,3396282886,1247054230,62,676,0,0,21.190979000000002,20.113726999999997,1421948380,1421948380,0.376,0.355408,0.000787,0.000647,0.00014,0,0,0,0,0,17,3,2,6,1,1,1
59.166.0.1,12736,149.171.126.7,10569,tcp,FIN,0.025002,3390,40986,31,29,7,22,-,1065514.75,12888568.0,56,58,255,255,2426219243,286513129,61,707,0,0,0.0,25.130527999999998,1421932866,1421932866,0.447891,0.43676800000000005,0.000705,0.000539,0.000166,0,0,0,0,0,16,6,2,4,1,1,1
59.166.0.8,33609,149.171.126.7,5190,tcp,FIN,0.005713,2054,2478,31,29,6,6,-,2746017.75,3325748.25,22,24,255,255,2201712272,52447483,93,103,0,0,15.656301000000001,12.954077,1421950661,1421950661,0.255238,0.22082600000000002,0.000742,0.0006230000000000001,0.00011899999999999999,0,0,0,0,0,5,4,4,3,1,1,1
59.166.0.1,8902,149.171.126.1,6881,tcp,FIN,0.021477,1540,1644,31,29,4,4,-,537877.6875,578479.3125,16,18,255,255,3876592969,3880828992,96,91,0,0,89.957523,2.8710009999999997,1421935685,1421935685,1.411133,1.236177,0.000582,0.00045599999999999997,0.000126,0,0,0,0,0,9,17,6,10,5,1,5
59.166.0.3,44585,149.171.126.7,53,udp,CON,0.001126,146,178,31,29,0,0,dns,518650.0938,632326.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927523,1421927523,0.01,0.008,0.0,0.0,0.0,0,0,0,0,0,4,5,2,3,1,1,1
59.166.0.7,59630,149.171.126.7,6881,tcp,FIN,4.36985,24536,1094788,31,29,38,390,-,44816.18359,2001923.125,436,858,255,255,3697004415,3701159345,56,1276,0,0,4498.906646,3204.748262,1421931945,1421931949,10.044816,5.0984739999999995,0.0005740000000000001,0.000454,0.00011999999999999999,0,0,0,0,0,6,9,2,4,1,1,1
149.171.126.18,1043,175.45.176.1,53,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1421931165,1421931165,0.004,0.0,0.0,0.0,0.0,0,0,0,0,0,8,8,2,2,2,2,2
59.166.0.1,49107,149.171.126.9,40486,tcp,FIN,0.046405,320,1922,31,29,1,2,ftp-data,46029.52344,289968.75,6,8,255,255,3146845803,3299223870,53,240,0,0,642.476058,15.751071,1421953251,1421953251,9.2174,6.556,0.000641,0.000509,0.000132,0,0,0,0,0,6,3,3,5,1,1,3
59.166.0.4,1592,149.171.126.7,64369,tcp,FIN,0.053242,5174,86792,31,29,7,39,-,768866.6875,12899440.0,90,92,255,255,3338160185,3349257482,57,943,0,0,0.0,32.956075,1421943319,1421943319,0.594112,0.5795060000000001,0.000634,0.000504,0.00013000000000000002,0,0,0,0,0,2,9,5,2,1,1,1
59.166.0.7,29693,149.171.126.4,22,tcp,FIN,0.10572100000000001,14616,17238,31,29,22,32,ssh,1095184.5,1291626.125,102,102,255,255,3816548181,1667322404,143,169,0,0,141.854139,144.119825,1421940231,1421940231,1.046743,1.038673,0.000797,0.000657,0.00014,0,0,0,0,0,1,1,3,3,1,1,1
59.166.0.9,51393,149.171.126.6,53,udp,CON,0.001045,132,164,31,29,0,0,dns,505263.125,627751.1875,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421944040,1421944040,0.009000000000000001,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,1,3,3,8,1,1,2
149.171.126.7,13856,59.166.0.0,37331,tcp,CON,0.002313,1190,208,29,31,0,0,-,2057933.5,539559.0625,2,4,255,255,650243501,633813025,595,52,0,0,0.0,0.970622,1421944463,1421944463,0.006,0.690333,0.0,0.0,0.0,0,0,0,0,0,1,1,1,1,1,1,1
59.166.0.5,43043,149.171.126.1,59375,tcp,FIN,0.09603099999999999,4342,61750,31,29,7,30,-,356884.75,5072778.5,74,72,255,255,1513324150,3659037043,59,858,0,0,83.503647,2.318396,1421944905,1421944905,1.296342,1.344239,0.000701,0.000579,0.000122,0,0,0,0,0,20,4,4,16,4,4,4
59.166.0.6,30376,149.171.126.6,25,tcp,FIN,0.031471,37462,3380,31,29,18,8,smtp,9339900.0,838867.5625,52,42,255,255,3911479252,1762937730,720,80,0,0,37.971994,1.527564,1421947876,1421947876,0.610275,0.753634,0.000708,0.0005679999999999999,0.00014,0,0,0,0,0,1,2,1,3,1,1,1
59.166.0.2,19457,149.171.126.5,25,tcp,FIN,0.610869,38106,3276,31,29,19,8,smtp,489807.1563,41842.03125,54,40,255,255,1904264754,1908903407,706,82,0,0,1080.15796,37.064844,1421952773,1421952773,11.518755,15.650564000000001,0.000627,0.000492,0.000135,0,0,0,0,0,2,1,2,5,1,1,2
59.166.0.0,57338,149.171.126.1,27720,tcp,FIN,0.011918000000000002,2542,21294,31,29,7,14,-,1664037.625,13953348.0,40,42,255,255,1186393547,1192110289,64,507,0,0,0.0,16.701546,1421953784,1421953784,0.296333,0.278024,0.00066,0.000515,0.000145,0,0,0,0,0,3,7,3,3,1,1,1
59.166.0.4,23805,149.171.126.8,63763,tcp,FIN,0.037842,4862,76316,31,29,7,36,-,1015802.5,15946091.0,84,86,255,255,1502332698,3652239228,58,887,0,0,24.195504999999997,23.911819,1421932102,1421932102,0.45204799999999995,0.43810600000000005,0.000759,0.000592,0.000167,0,0,0,0,0,6,3,3,3,1,1,2
59.166.0.7,31840,149.171.126.6,53,udp,CON,0.004392,146,178,31,29,0,0,dns,132969.0313,162112.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928287,1421928287,0.001,0.003,0.0,0.0,0.0,0,0,0,0,0,2,2,3,2,1,1,2
59.166.0.2,28583,149.171.126.8,6881,tcp,FIN,0.359797,1540,1644,31,29,4,4,-,32106.99414,34530.58203,16,18,255,255,2413357670,336044833,96,91,0,0,1581.336619,48.595395,1421935522,1421935522,23.965467,21.133882999999997,0.000643,0.0005200000000000001,0.000123,0,0,0,0,0,13,8,6,12,5,1,5
59.166.0.8,27588,149.171.126.3,80,tcp,FIN,1.150719,18058,1087890,31,29,2,370,http,125173.9063,7553065.0,338,746,255,255,2457036253,2453845513,53,1458,1,524288,202.408555,119.48982099999999,1421929391,1421929392,3.4136559999999996,1.543862,0.000663,0.000539,0.000124,0,0,1,0,0,2,1,1,7,2,1,1
59.166.0.2,5985,149.171.126.4,25,tcp,FIN,0.026434,37518,3380,31,29,18,8,smtp,11136264.0,998713.75,52,42,255,255,4143976651,1999657453,722,80,0,0,30.058807,1.19879,1421936208,1421936208,0.511196,0.6315850000000001,0.000665,0.000534,0.000131,0,0,0,0,0,1,2,2,3,1,1,1
59.166.0.7,2929,149.171.126.4,25,tcp,FIN,0.666671,37402,3172,31,29,18,8,smtp,440193.1563,37067.76172,52,38,255,255,358516048,397977886,719,83,0,0,1116.859483,37.735397999999996,1421943303,1421943304,13.065726,18.003217000000003,0.000683,0.0005480000000000001,0.000135,0,0,0,0,0,1,3,3,3,1,1,1
59.166.0.0,62294,149.171.126.0,63771,tcp,FIN,0.02897,4014,60268,31,29,7,28,-,1092164.375,16405385.0,68,70,255,255,718590684,2868619855,59,861,0,0,22.663132,21.700245000000002,1421927999,1421927999,0.427493,0.407493,0.000982,0.000842,0.00014,0,0,0,0,0,6,4,1,1,1,1,1
59.166.0.3,49938,149.171.126.7,53,udp,CON,0.001013,146,178,31,29,0,0,dns,576505.4375,702862.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421940824,1421940824,0.006999999999999999,0.005,0.0,0.0,0.0,0,0,0,0,0,2,3,2,2,2,1,1
175.45.176.1,0,149.171.126.12,0,vrrp,INT,3e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930713,1421930713,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,14,13,4,7,4,4,4
59.166.0.0,44926,149.171.126.9,25,tcp,FIN,0.28483600000000003,37298,3276,31,29,18,8,smtp,1027426.313,89735.85156,52,40,255,255,3070237868,3071280673,717,82,0,0,593.429261,20.073797,1421951805,1421951805,5.6887,7.290615,0.000629,0.0004940000000000001,0.000135,0,0,0,0,0,1,1,1,2,1,1,1
59.166.0.9,10308,149.171.126.3,25,tcp,FIN,0.499662,37396,3068,31,29,18,8,smtp,587228.9375,47760.28516,52,36,255,255,929866318,3076286079,719,85,0,0,1109.734832,40.397073999999996,1421937033,1421937034,9.790333,14.262085999999998,0.000611,0.00048499999999999997,0.000126,0,0,0,0,0,1,2,3,3,1,1,1
59.166.0.7,11450,149.171.126.4,25,tcp,FIN,0.444776,37310,3380,31,29,18,8,smtp,658183.0,59355.72266,52,42,255,255,4034799255,1886243216,718,80,0,0,751.904025,24.963232,1421934923,1421934924,8.713647,10.834195,0.000726,0.0005690000000000001,0.000157,0,0,0,0,0,1,1,1,2,1,1,1
59.166.0.4,7807,149.171.126.7,111,udp,CON,0.004743,568,320,31,29,0,0,-,718532.5625,404807.0938,4,4,0,0,0,0,142,80,0,0,1.727934,1.520044,1421942340,1421942340,1.228333,1.084333,0.0,0.0,0.0,0,0,0,0,0,5,7,2,2,1,1,1
59.166.0.1,1630,149.171.126.2,53033,tcp,FIN,0.035727999999999996,2766,28048,31,29,7,16,-,605463.5,6143976.5,44,46,255,255,2591062296,2591366667,63,610,0,0,56.739985,53.670588,1421951614,1421951614,0.822953,0.7797109999999999,0.000772,0.0006360000000000001,0.000136,0,0,0,0,0,15,8,4,2,1,1,1
59.166.0.8,52149,149.171.126.9,53,udp,CON,0.000975,130,162,31,29,0,0,dns,533333.375,664615.375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421953457,1421953457,0.002,0.003,0.0,0.0,0.0,0,0,0,0,0,3,2,2,3,1,1,1
59.166.0.6,54856,149.171.126.8,25322,tcp,FIN,0.068837,2958,32330,31,29,7,18,-,336679.4063,3682205.75,48,50,255,255,1189962787,1227016988,62,647,0,0,83.630094,81.576982,1421936508,1421936508,1.457319,1.392347,0.000746,0.000608,0.000138,0,0,0,0,0,4,2,1,3,1,1,1
59.166.0.9,46590,149.171.126.3,53,udp,CON,0.001045,146,178,31,29,0,0,dns,558851.625,681339.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421944667,1421944667,0.011000000000000001,0.002,0.0,0.0,0.0,0,0,0,0,0,2,2,2,1,1,1,1
59.166.0.3,21242,149.171.126.9,143,tcp,FIN,0.783838,7806,15474,31,29,30,32,-,79026.53906,156685.4375,122,126,255,255,275467438,2421831505,64,123,0,0,433.669437,429.09192,1421950297,1421950297,6.475099,6.266496,0.0006519999999999999,0.000522,0.00013000000000000002,0,0,0,0,0,7,6,3,2,1,1,1
175.45.176.3,0,224.0.0.1,0,igmp,INT,4e-06,82,0,254,0,0,0,-,82000000.0,0.0,2,0,0,0,0,0,41,0,0,0,0.0,0.0,1421928455,1421928455,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,6,4,2,2,2,2,2
59.166.0.2,9779,149.171.126.6,7851,tcp,FIN,0.063886,2854,29218,31,29,7,17,-,349622.75,3582631.5,46,48,255,255,2373885987,2468428443,62,609,0,0,86.150979,85.294478,1421945118,1421945118,1.412444,1.346851,0.0007160000000000001,0.00058,0.000136,0,0,0,0,0,10,9,6,6,3,3,3
59.166.0.4,55170,149.171.126.6,55137,tcp,FIN,0.015989,2854,30654,31,29,7,17,-,1396960.375,15018325.0,46,48,255,255,76832327,2226742872,62,639,0,0,19.908235,19.271214999999998,1421939104,1421939104,0.34682199999999996,0.326809,0.0007599999999999999,0.00062,0.00014,0,0,0,0,0,8,10,1,2,1,1,1
59.166.0.5,50920,149.171.126.2,29426,tcp,FIN,0.024954,2750,27346,31,29,7,16,-,861745.625,8576420.0,44,46,255,255,2061004496,4210892366,63,594,0,0,37.062088,37.186626000000004,1421946040,1421946040,0.57293,0.5416,0.000679,0.000554,0.000125,0,0,0,0,0,7,7,2,1,1,1,1
59.166.0.8,22362,149.171.126.1,5190,tcp,FIN,0.0066040000000000005,2048,2410,31,29,6,7,-,2377952.75,2807995.25,24,26,255,255,3048754284,3049072953,85,93,0,0,16.114395000000002,13.8066,1421945638,1421945638,0.270826,0.23948000000000003,0.000739,0.000607,0.000132,0,0,0,0,0,9,12,9,6,3,3,3
59.166.0.8,4204,149.171.126.8,35412,tcp,FIN,0.013533000000000002,424,8824,31,29,1,4,ftp-data,219315.75,4781792.5,8,12,255,255,830737242,839812339,53,735,0,0,139.841891,88.151177,1421940505,1421940505,1.8875709999999999,1.157091,0.000951,0.000802,0.000149,0,0,0,0,0,3,3,4,6,1,1,4
59.166.0.3,12350,149.171.126.3,8787,tcp,CON,0.032997000000000005,1048,16196,31,29,1,6,-,241476.4844,3665060.25,20,15,255,255,2660772297,558823467,52,1080,0,0,93.655327,133.565179,1421934409,1421934409,1.7366840000000001,2.258714,0.000583,0.000479,0.00010400000000000001,0,0,0,0,0,7,7,4,1,1,1,1
59.166.0.0,45122,149.171.126.0,53,udp,CON,0.0010810000000000001,146,178,31,29,0,0,dns,540240.5625,658649.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421929721,1421929721,0.012,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,2,3,1,2,1,1,1
59.166.0.3,41896,149.171.126.6,6881,tcp,FIN,0.018317,1540,1644,31,29,4,4,-,630671.0,678277.0625,16,18,255,255,1866967657,1871613535,96,91,0,0,72.535764,2.143242,1421948438,1421948438,1.199467,1.050118,0.00059,0.000462,0.000128,0,0,0,0,0,10,7,8,9,6,1,6
59.166.0.7,61857,149.171.126.4,64655,tcp,FIN,0.144986,4862,79236,31,29,7,36,-,265129.0313,4321244.5,84,86,255,255,3463763788,1328243314,58,921,0,0,98.070777,96.9834,1421946186,1421946186,1.7428919999999999,1.6993650000000002,0.0006900000000000001,0.000535,0.000155,0,0,0,0,0,4,6,3,7,1,1,1
59.166.0.5,13686,149.171.126.7,18033,tcp,FIN,0.013593000000000001,424,8824,31,29,1,4,-,218347.6719,4760685.5,8,12,255,255,3364270179,1226327223,53,735,0,0,148.398476,65.921728,1421945026,1421945026,1.8969999999999998,1.190545,0.00059,0.000489,0.000101,0,0,0,0,0,10,11,15,15,4,4,15
59.166.0.3,18301,149.171.126.3,53,udp,CON,0.001091,146,178,31,29,0,0,-,535288.6875,652612.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421945244,1421945244,0.011000000000000001,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0,3,9,7,1,1,1,1
59.166.0.7,44331,149.171.126.1,80,tcp,FIN,1.004717,1580,10168,31,29,3,5,http,11537.57715,76471.28906,12,18,255,255,3020004113,875610842,132,565,1,3924,9529.221975,7674.774175,1421940809,1421940810,91.303543,59.069708999999996,0.000704,0.000526,0.000178,0,0,1,0,0,2,1,3,4,2,1,1
59.166.0.2,13676,149.171.126.0,53,udp,CON,0.001049,146,178,31,29,0,0,dns,556720.6875,678741.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421952730,1421952730,0.01,0.008,0.0,0.0,0.0,0,0,0,0,0,1,1,3,1,1,1,1
149.171.126.2,34189,59.166.0.6,36180,tcp,CON,0.008514,428,268,29,31,0,1,-,352360.8125,188865.3906,8,4,255,255,2412952079,238992334,54,67,0,0,2.7074990000000003,0.0014140000000000001,1421948879,1421948879,1.216286,0.003,0.0,0.0,0.0,0,0,0,0,0,2,1,1,1,1,1,1
59.166.0.5,27850,149.171.126.8,24858,udp,CON,0.153114,528,304,31,29,0,0,-,20690.46484,11912.69238,4,4,0,0,0,0,132,76,0,0,65.023652,52.807914000000004,1421930591,1421930591,45.989668,37.346332000000004,0.0,0.0,0.0,0,0,0,0,0,7,10,4,5,1,1,3
59.166.0.7,63022,149.171.126.6,25,tcp,FIN,0.023072,37896,3380,31,29,19,8,smtp,12897018.0,1144244.125,54,42,255,255,4265919506,4266991670,702,80,0,0,23.112385,0.949968,1421940464,1421940464,0.428868,0.548976,0.0007160000000000001,0.000559,0.000157,0,0,0,0,0,1,1,1,2,1,1,1
59.166.0.9,27171,149.171.126.5,22,tcp,FIN,1.586946,9400,12402,31,29,26,31,ssh,46942.99609,61985.72656,106,116,255,255,1883954663,1884296823,89,107,0,0,859.553175,822.818712,1421929175,1421929177,15.110553,13.793887,0.000793,0.000638,0.000155,0,0,0,0,0,1,1,3,7,1,1,1
59.166.0.8,20134,149.171.126.9,64398,tcp,FIN,0.14119400000000001,2958,33044,31,29,7,18,-,164142.9531,1834865.5,48,50,255,255,1935591556,2001166204,62,661,0,0,205.970653,201.831954,1421929533,1421929533,2.99683,2.8702240000000003,0.000704,0.000549,0.000155,0,0,0,0,0,5,7,2,3,1,1,2
59.166.0.4,38436,149.171.126.6,31865,udp,CON,0.0017980000000000001,520,304,31,29,0,0,-,1735261.5,1014460.563,4,4,0,0,0,0,130,76,0,0,0.6347470000000001,0.33329200000000003,1421944470,1421944470,0.454333,0.24066700000000002,0.0,0.0,0.0,0,0,0,0,0,6,7,5,4,1,1,3
59.166.0.0,57414,149.171.126.9,61435,tcp,FIN,0.020546000000000002,3390,40986,31,29,7,22,-,1296602.75,15683831.0,56,58,255,255,3346916880,1203863969,61,707,0,0,19.662411,19.527078,1421932649,1421932649,0.367618,0.35114,0.0006900000000000001,0.000524,0.000166,0,0,0,0,0,7,4,1,4,1,1,1
59.166.0.1,63946,149.171.126.2,15639,tcp,FIN,0.021972,2750,28874,31,29,7,16,-,978700.125,10284726.0,44,46,255,255,1895938212,4045828511,63,628,0,0,30.111832,28.267836,1421945478,1421945478,0.503419,0.47435600000000006,0.000768,0.000616,0.000152,0,0,0,0,0,28,14,15,27,3,3,12
59.166.0.1,1310,149.171.126.2,52364,tcp,FIN,0.402519,5032,3080,31,29,7,7,-,96452.59375,59187.26953,28,30,255,255,1020559286,1288624345,180,103,0,0,845.681174,21.601008,1421938827,1421938827,14.895889000000002,13.860655,0.000691,0.000556,0.000135,0,0,0,0,0,7,8,6,7,1,1,3
59.166.0.6,38374,149.171.126.2,3397,tcp,FIN,0.017959,2646,24316,31,29,7,15,-,1150620.875,10585890.0,42,44,255,255,316251385,316591692,63,553,0,0,25.56951,25.072817999999998,1421931864,1421931864,0.430122,0.4125,0.000799,0.000624,0.000175,0,0,0,0,0,6,5,8,4,1,1,3
59.166.0.5,51387,149.171.126.3,53,udp,CON,0.001047,146,178,31,29,0,0,dns,557784.125,680038.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927559,1421927559,0.006999999999999999,0.008,0.0,0.0,0.0,0,0,0,0,0,1,2,3,7,1,1,1
59.166.0.4,7624,149.171.126.3,43605,tcp,FIN,0.020975999999999998,3302,40832,31,29,7,21,-,1236079.375,15294813.0,54,56,255,255,226826228,2379670190,61,729,0,0,0.0,20.422879000000002,1421946216,1421946216,0.38877399999999995,0.37249099999999996,0.000618,0.00048499999999999997,0.000133,0,0,0,0,0,5,8,2,2,1,1,1
59.166.0.9,4573,149.171.126.9,6881,tcp,FIN,0.018315,1540,1644,31,29,4,4,-,630739.8125,678351.0625,16,18,255,255,3351153825,1207504136,96,91,0,0,74.078529,2.006055,1421928104,1421928104,1.200467,1.050059,0.00059,0.00045999999999999996,0.00013000000000000002,0,0,0,0,0,12,10,7,9,6,1,7
59.166.0.6,60552,149.171.126.5,22379,tcp,FIN,0.047852,2542,22432,31,29,7,14,-,414444.5625,3660954.75,40,42,255,255,328424028,394185752,64,534,0,0,0.0,70.346013,1421944924,1421944925,1.2188459999999999,1.154902,0.000618,0.0004969999999999999,0.000121,0,0,0,0,0,5,23,20,5,5,5,5
59.166.0.1,65445,149.171.126.5,64073,tcp,FIN,0.092383,3598,47394,31,29,7,24,-,306463.3125,4037972.5,60,62,255,255,3160001912,3182640856,60,764,0,0,86.262316,83.688467,1421938619,1421938619,1.560102,1.505557,0.0006900000000000001,0.000537,0.000153,0,0,0,0,0,4,5,4,2,1,1,1
59.166.0.2,51210,149.171.126.6,42386,tcp,FIN,0.046618,320,1880,31,29,1,2,ftp-data,45819.21094,282294.4063,6,8,255,255,2925227721,987464700,53,235,0,0,644.887059,15.779767000000001,1421947971,1421947971,9.2586,6.585286,0.000681,0.000518,0.00016299999999999998,0,0,0,0,0,3,6,3,2,1,1,1
59.166.0.7,48236,149.171.126.9,53,udp,CON,0.00105,130,162,31,29,0,0,dns,495238.125,617142.875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421954070,1421954070,0.01,0.005,0.0,0.0,0.0,0,0,0,0,0,3,5,1,3,1,1,1
59.166.0.9,50457,149.171.126.2,80,tcp,FIN,1.007156,1580,10168,31,29,3,5,http,11509.63672,76286.09375,12,18,255,255,3154342613,1010002917,132,565,1,3924,9530.172779999999,7676.578101000001,1421936833,1421936834,91.524906,59.211705,0.000654,0.000551,0.000103,0,0,1,0,0,2,4,3,3,1,1,1
59.166.0.1,35297,149.171.126.1,47327,tcp,FIN,0.223473,5928,320,31,29,3,1,ftp-data,194529.0938,9558.202148,12,6,255,255,2526523573,1236065579,494,53,0,0,1733.9172600000002,67.950852,1421954275,1421954275,20.315728,44.575801,0.0005809999999999999,0.000459,0.000122,0,0,0,0,0,1,1,2,3,1,1,2
59.166.0.5,52040,149.171.126.5,62284,tcp,FIN,0.072094,3390,44426,31,29,7,22,-,369517.5625,4844897.0,56,58,255,255,4228309345,4228586420,61,766,0,0,80.164214,77.412974,1421951932,1421951932,1.271582,1.255702,0.000687,0.000509,0.000178,0,0,0,0,0,6,6,1,1,1,1,1
59.166.0.7,13908,149.171.126.3,44483,tcp,FIN,0.024923,2974,31920,31,29,7,18,-,935039.875,10041167.0,48,50,255,255,2454825522,310043647,62,638,0,0,35.277059,36.469539000000005,1421946789,1421946789,0.534804,0.483918,0.001434,0.0012050000000000001,0.000229,0,0,0,0,0,3,4,3,8,1,1,2
59.166.0.8,9445,149.171.126.5,6881,tcp,FIN,0.019384000000000002,1540,1644,31,29,4,4,-,595955.4375,640940.9375,16,18,255,255,2318638947,174746208,96,91,0,0,79.704542,2.0406310000000003,1421928098,1421928098,1.271467,1.113177,0.000583,0.00045700000000000005,0.000126,0,0,0,0,0,7,15,5,6,4,1,4
59.166.0.0,7711,149.171.126.2,43537,tcp,FIN,0.025297,3182,36954,31,29,7,20,-,986994.5625,11470135.0,52,54,255,255,236099425,2391377092,61,684,0,0,35.076572999999996,33.4984,1421943868,1421943868,0.48870600000000003,0.47551899999999997,0.000721,0.000566,0.000155,0,0,0,0,0,4,4,1,3,1,1,1
59.166.0.1,35105,149.171.126.9,53,udp,CON,0.0009570000000000001,146,178,31,29,0,0,dns,610240.3125,743991.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421937474,1421937474,0.002,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0,1,5,5,2,1,1,1
175.45.176.3,13157,149.171.126.16,54615,tcp,REQ,3e-06,90,0,254,0,1,0,-,119999992.0,0.0,2,0,255,0,0,0,45,0,0,0,0.0,0.0,1421933132,1421933132,0.003,0.0,0.0,0.0,0.0,0,6,0,0,0,19,14,4,5,1,1,4
59.166.0.1,53235,149.171.126.1,80,tcp,FIN,1.240916,1684,10168,31,29,3,5,-,10082.874020000001,61915.55078,14,18,255,255,2717384193,2754469295,120,565,2,192,9393.363141,8223.697086,1421945336,1421945338,95.427615,72.96352900000001,0.000667,0.000531,0.000136,0,0,6,0,0,6,20,16,7,5,5,5
59.166.0.9,56987,149.171.126.7,80,tcp,FIN,1.132692,1684,10168,31,29,3,5,http,11046.250979999999,67831.32813,14,18,255,255,3010030629,861554373,120,565,1,3924,8831.930471,7733.431501000001,1421945369,1421945370,87.102998,66.59547099999999,0.0007,0.0005639999999999999,0.000136,0,0,6,0,0,1,1,15,9,6,6,6
59.166.0.2,7033,149.171.126.8,53,udp,CON,0.001046,146,178,31,29,0,0,-,558317.375,680688.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421934190,1421934190,0.004,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,10,6,3,3,1,1,2
59.166.0.5,22266,149.171.126.7,37852,tcp,FIN,0.27551,8928,320,31,29,4,1,ftp-data,240746.2344,7752.894043000001,14,6,255,255,374460835,3600982666,638,53,0,0,1755.4859420000003,71.257164,1421932020,1421932020,21.193078,54.973397999999996,0.000594,0.00047400000000000003,0.00011999999999999999,0,0,0,0,0,3,3,5,2,1,1,2
